Date,event,sex,Time,Wind,Auto,Athlete,Nationality,time_s,time_m,time_h,time_norm
1891-07-04,100,m,00:00:10.80,NA,NA,Luther Cary,United States,10.8,0.18000000000000002,0.003,1.1273486430062631
1892-09-25,100,m,00:00:10.80,NA,NA,Cecil Lee,United Kingdom,10.8,0.18000000000000002,0.003,1.1273486430062631
1893-08-04,100,m,00:00:10.80,NA,NA,Étienne De Ré,Belgium,10.8,0.18000000000000002,0.003,1.1273486430062631
1895-04-13,100,m,00:00:10.80,NA,NA,L. Atcherley,United Kingdom,10.8,0.18000000000000002,0.003,1.1273486430062631
1895-08-28,100,m,00:00:10.80,NA,NA,Harry Beaton,United Kingdom,10.8,0.18000000000000002,0.003,1.1273486430062631
1896-08-09,100,m,00:00:10.80,NA,NA,Harald Anderson-Arbin,Sweden,10.8,0.18000000000000002,0.003,1.1273486430062631
1898-09-11,100,m,00:00:10.80,NA,NA,Isaac Westergren,Sweden,10.8,0.18000000000000002,0.003,1.1273486430062631
1899-09-10,100,m,00:00:10.80,NA,NA,Isaac Westergren,Sweden,10.8,0.18000000000000002,0.003,1.1273486430062631
1900-07-14,100,m,00:00:10.80,NA,NA,Frank Jarvis,United States,10.8,0.18000000000000002,0.003,1.1273486430062631
1900-07-14,100,m,00:00:10.80,NA,NA,Walter Tewksbury,United States,10.8,0.18000000000000002,0.003,1.1273486430062631
1900-09-23,100,m,00:00:10.80,NA,NA,Carl Ljung,Sweden,10.8,0.18000000000000002,0.003,1.1273486430062631
1900-10-06,100,m,00:00:10.80,NA,NA,Walter Tewksbury,United States,10.8,0.18000000000000002,0.003,1.1273486430062631
1903-06-14,100,m,00:00:10.80,NA,NA,André Passat,France,10.8,0.18000000000000002,0.003,1.1273486430062631
1903-06-14,100,m,00:00:10.80,NA,NA,Louis Kuhn,Switzerland,10.8,0.18000000000000002,0.003,1.1273486430062631
1903-07-05,100,m,00:00:10.80,NA,NA,Harald Grønfeldt,Denmark,10.8,0.18000000000000002,0.003,1.1273486430062631
1903-08-09,100,m,00:00:10.80,NA,NA,Eric Frick,Sweden,10.8,0.18000000000000002,0.003,1.1273486430062631
1906-08-26,100,m,00:00:10.60,NA,NA,Knut Lindberg,Sweden,10.6,0.17666666666666667,0.0029444444444444444,1.1064718162839249
1911-07-09,100,m,00:00:10.50,NA,NA,Emil Ketterer,Germany,10.5,0.175,0.002916666666666667,1.0960334029227556
1911-08-13,100,m,00:00:10.50,NA,NA,Richard Rau,Germany,10.5,0.175,0.002916666666666667,1.0960334029227556
1912-05-12,100,m,00:00:10.50,NA,NA,Richard Rau,Germany,10.5,0.175,0.002916666666666667,1.0960334029227556
1912-05-26,100,m,00:00:10.50,NA,NA,Erwin Kern,Germany,10.5,0.175,0.002916666666666667,1.0960334029227556
1912-07-06,100,m,00:00:10.60,NA,NA,Donald Lippincott,United States,10.6,0.17666666666666667,0.0029444444444444444,1.1064718162839249
1920-09-16,100,m,00:00:10.60,NA,NA,Jackson Scholz,United States,10.6,0.17666666666666667,0.0029444444444444444,1.1064718162839249
1921-04-23,100,m,00:00:10.40,NA,NA,Charley Paddock,United States,10.4,0.17333333333333334,0.002888888888888889,1.0855949895615866
1929-08-08,100,m,00:00:10.40,0.0,NA,Eddie Tolan,United States,10.4,0.17333333333333334,0.002888888888888889,1.0855949895615866
1929-08-25,100,m,00:00:10.40,NA,NA,Eddie Tolan,United States,10.4,0.17333333333333334,0.002888888888888889,1.0855949895615866
1930-08-09,100,m,00:00:10.30,NA,NA,Percy Williams,Canada,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1932-08-01,100,m,00:00:10.30,0.4,10.38,Eddie Tolan,United States,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1933-08-12,100,m,00:00:10.30,NA,NA,Ralph Metcalfe,United States,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1934-08-06,100,m,00:00:10.30,NA,NA,Eulace Peacock,United States,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1934-08-26,100,m,00:00:10.30,NA,NA,Chris Berger,Netherlands,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1934-09-15,100,m,00:00:10.30,NA,NA,Ralph Metcalfe,United States,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1934-09-23,100,m,00:00:10.30,2.0,NA,Ralph Metcalfe,United States,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1935-06-15,100,m,00:00:10.30,2.5,NA,Takayoshi Yoshioka,Japan,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1936-06-20,100,m,00:00:10.20,1.2,NA,Jesse Owens,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1936-09-26,100,m,00:00:10.30,0.5,NA,Lennart Strandberg,Sweden,10.3,0.1716666666666667,0.002861111111111111,1.0751565762004176
1941-06-06,100,m,00:00:10.20,−0.9,NA,Harold Davis,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1948-05-15,100,m,00:00:10.20,0.7,NA,Lloyd LaBeach,Panama,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1948-07-09,100,m,00:00:10.20,NA,10.35,Barney Ewell,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1951-08-25,100,m,00:00:10.20,0.0,NA,McDonald Bailey,Great Britain,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1954-10-31,100,m,00:00:10.20,1.1,NA,Heinz Fütterer,West Germany,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-05-19,100,m,00:00:10.20,0.9,NA,Bobby Morrow,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-06-01,100,m,00:00:10.20,−1.0,NA,Ira Murchison,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-06-22,100,m,00:00:10.20,0.0,NA,Bobby Morrow,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-06-29,100,m,00:00:10.20,−1.3,NA,Ira Murchison,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-06-29,100,m,00:00:10.20,−0.4,NA,Bobby Morrow,United States,10.2,0.16999999999999998,0.002833333333333333,1.0647181628392484
1956-08-03,100,m,00:00:10.10,0.7,NA,Willie Williams,United States,10.1,0.16833333333333333,0.0028055555555555555,1.0542797494780793
1956-08-04,100,m,00:00:10.10,1.0,NA,Ira Murchison,United States,10.1,0.16833333333333333,0.0028055555555555555,1.0542797494780793
1956-10-20,100,m,00:00:10.10,1.5,NA,Leamon King,United States,10.1,0.16833333333333333,0.0028055555555555555,1.0542797494780793
1956-10-27,100,m,00:00:10.10,0.9,NA,Leamon King,United States,10.1,0.16833333333333333,0.0028055555555555555,1.0542797494780793
1959-04-18,100,m,00:00:10.10,1.3,NA,Ray Norton,United States,10.1,0.16833333333333333,0.0028055555555555555,1.0542797494780793
1960-06-21,100,m,00:00:10.00,0.9,10.25,Armin Hary,West Germany,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1960-07-15,100,m,00:00:10.00,1.8,NA,Harry Jerome,Canada,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1964-08-15,100,m,00:00:10.00,0.0,NA,Horacio Esteves,Venezuela,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1964-10-15,100,m,00:00:10.06,1.3,NA,Bob Hayes,United States,10.06,0.16766666666666669,0.0027944444444444444,1.0501043841336117
1964-10-15,100,m,00:00:10.00,1.3,10.06,Bob Hayes,United States,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1967-05-27,100,m,00:00:10.00,2.0,10.17,Jim Hines,United States,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1967-06-17,100,m,00:00:10.00,1.8,NA,Enrique Figuerola,Cuba,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1968-04-02,100,m,00:00:10.00,0.0,NA,Paul Nash,South Africa,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1968-05-31,100,m,00:00:10.00,1.1,NA,Oliver Ford,United States,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1968-06-20,100,m,00:00:10.03,0.8,NA,Jim Hines,United States,10.03,0.16716666666666666,0.0027861111111111107,1.0469728601252608
1968-06-20,100,m,00:00:10.00,2.0,10.20,Charles Greene,United States,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1968-06-20,100,m,00:00:10.00,2.0,10.28,Roger Bambuck,France,10,0.16666666666666666,0.002777777777777778,1.0438413361169103
1968-06-20,100,m,00:00:09.90,0.8,10.03,Jim Hines,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1968-06-20,100,m,00:00:09.90,0.8,10.14,Ronnie Ray Smith,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1968-06-20,100,m,00:00:09.90,0.9,10.10,Charles Greene,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1968-10-13,100,m,00:00:10.02,2.0,NA,Charles Greene,United States,10.02,0.16699999999999998,0.0027833333333333334,1.045929018789144
1968-10-14,100,m,00:00:09.95,0.3,NA,Jim Hines,United States,9.95,0.16583333333333333,0.0027638888888888886,1.0386221294363256
1968-10-14,100,m,00:00:09.90,0.3,9.95,Jim Hines,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1972-07-01,100,m,00:00:09.90,0.0,NA,Eddie Hart,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1972-07-01,100,m,00:00:09.90,0.0,NA,Rey Robinson,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1974-06-21,100,m,00:00:09.90,1.3,NA,Steve Williams,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1975-06-05,100,m,00:00:09.90,1.7,NA,Silvio Leonard,Cuba,9.9,0.165,0.0027500000000000003,1.033402922755741
1975-07-16,100,m,00:00:09.90,0.0,NA,Steve Williams,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1975-08-22,100,m,00:00:09.90,−0.2,NA,Steve Williams,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1976-03-27,100,m,00:00:09.90,0.7,NA,Steve Williams,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1976-04-03,100,m,00:00:09.90,0.7,NA,Harvey Glance,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1976-05-01,100,m,00:00:09.90,NA,NA,Harvey Glance,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1976-05-22,100,m,00:00:09.90,1.7,NA,Don Quarrie,Jamaica,9.9,0.165,0.0027500000000000003,1.033402922755741
1983-07-03,100,m,00:00:09.93,1.4,NA,Calvin Smith,United States,9.93,0.1655,0.002758333333333333,1.0365344467640918
1987-08-30,100,m,00:00:09.83,1.0,NA,Ben Johnson,Canada,9.83,0.16383333333333333,0.0027305555555555555,1.0260960334029228
1987-08-30,100,m,00:00:09.93,1.0,NA,Carl Lewis,United States,9.93,0.1655,0.002758333333333333,1.0365344467640918
1988-08-17,100,m,00:00:09.93,1.1,NA,Carl Lewis,United States,9.93,0.1655,0.002758333333333333,1.0365344467640918
1988-09-24,100,m,00:00:09.79,1.1,NA,Ben Johnson,Canada,9.79,0.16316666666666665,0.002719444444444444,1.021920668058455
1988-09-24,100,m,00:00:09.92,1.1,NA,Carl Lewis,United States,9.92,0.16533333333333333,0.0027555555555555554,1.0354906054279749
1991-06-14,100,m,00:00:09.90,1.9,NA,Leroy Burrell,United States,9.9,0.165,0.0027500000000000003,1.033402922755741
1991-08-25,100,m,00:00:09.86,1.2 [a],NA,Carl Lewis,United States,9.86,0.16433333333333333,0.002738888888888889,1.0292275574112735
1994-07-06,100,m,00:00:09.85,1.2,NA,Leroy Burrell,United States,9.85,0.16416666666666666,0.002736111111111111,1.0281837160751566
1996-07-27,100,m,00:00:09.84,0.7,9.835,Donovan Bailey,Canada,9.84,0.164,0.0027333333333333333,1.0271398747390397
1999-06-16,100,m,00:00:09.79,0.1,NA,Maurice Greene,United States,9.79,0.16316666666666665,0.002719444444444444,1.021920668058455
2002-09-14,100,m,00:00:09.78,2.0,NA,Tim Montgomery,United States,9.78,0.16299999999999998,0.0027166666666666663,1.020876826722338
2005-06-14,100,m,00:00:09.77,1.6,9.768,Asafa Powell,Jamaica,9.77,0.16283333333333333,0.002713888888888889,1.0198329853862211
2006-05-12,100,m,00:00:09.77,1.7,9.766,Justin Gatlin,United States,9.77,0.16283333333333333,0.002713888888888889,1.0198329853862211
2006-06-11,100,m,00:00:09.77,1.5,9.763,Asafa Powell,Jamaica,9.77,0.16283333333333333,0.002713888888888889,1.0198329853862211
2006-08-18,100,m,00:00:09.77,1.0,9.762,Asafa Powell,Jamaica,9.77,0.16283333333333333,0.002713888888888889,1.0198329853862211
2007-09-09,100,m,00:00:09.74,1.7,9.735,Asafa Powell,Jamaica,9.74,0.16233333333333333,0.0027055555555555557,1.0167014613778707
2008-05-31,100,m,00:00:09.72,1.7,NA,Usain Bolt,Jamaica,9.72,0.162,0.0027,1.0146137787056368
2008-08-16,100,m,00:00:09.69,0.0,9.683,Usain Bolt,Jamaica,9.69,0.1615,0.0026916666666666664,1.011482254697286
2009-08-16,100,m,00:00:09.58,0.9,9.572,Usain Bolt,Jamaica,9.58,0.15966666666666668,0.002661111111111111,1
1922-08-05,100,w,00:00:13.60,NA,NA,Marie Mejzlíková II,Czechoslovakia,13.6,0.22666666666666666,0.0037777777777777775,1.2964728312678742
1922-08-20,100,w,00:00:12.80,NA,NA,Mary Lines,United Kingdom,12.8,0.21333333333333335,0.0035555555555555557,1.2202097235462346
1923-05-13,100,w,00:00:12.80,NA,NA,Marie Mejzlíková,Czechoslovakia,12.8,0.21333333333333335,0.0035555555555555557,1.2202097235462346
1923-05-21,100,w,00:00:12.70,NA,NA,Emmi Haux,Germany,12.7,0.21166666666666664,0.0035277777777777777,1.2106768350810295
1925-08-30,100,w,00:00:12.40,NA,NA,Leni Schmidt,Germany,12.4,0.20666666666666667,0.0034444444444444444,1.1820781696854148
1925-09-13,100,w,00:00:12.20,NA,NA,Leni Junker,Germany,12.2,0.2033333333333333,0.0033888888888888888,1.1630123927550047
1926-08-22,100,w,00:00:12.40,NA,NA,Gundel Wittmann,Germany,12.4,0.20666666666666667,0.0034444444444444444,1.1820781696854148
1926-08-29,100,w,00:00:12.20,NA,NA,Leni Junker,Germany,12.2,0.2033333333333333,0.0033888888888888888,1.1630123927550047
1927-07-03,100,w,00:00:12.10,NA,NA,Gertrud Gladitsch,Germany,12.1,0.20166666666666666,0.003361111111111111,1.1534795042897998
1928-05-20,100,w,00:00:12.20,NA,NA,Kinue Hitomi,Japan,12.2,0.2033333333333333,0.0033888888888888888,1.1630123927550047
1928-06-02,100,w,00:00:12.00,NA,NA,Betty Robinson,United States,12,0.2,0.0033333333333333335,1.1439466158245948
1928-07-02,100,w,00:00:12.00,NA,NA,Myrtle Cook,Canada,12,0.2,0.0033333333333333335,1.1439466158245948
1930-08-31,100,w,00:00:12.00,NA,NA,Tollien Schuurman,Netherlands,12,0.2,0.0033333333333333335,1.1439466158245948
1931-08-01,100,w,00:00:12.00,NA,NA,Leni Junker,Germany,12,0.2,0.0033333333333333335,1.1439466158245948
1932-06-05,100,w,00:00:11.90,NA,NA,Tollien Schuurman,Netherlands,11.9,0.19833333333333333,0.0033055555555555555,1.13441372735939
1932-08-01,100,w,00:00:11.90,NA,NA,Stanisława Walasiewicz[2],Poland,11.9,0.19833333333333333,0.0033055555555555555,1.13441372735939
1932-08-02,100,w,00:00:11.90,NA,NA,Hilda Strike,Canada,11.9,0.19833333333333333,0.0033055555555555555,1.13441372735939
1933-09-17,100,w,00:00:11.80,NA,NA,Stanisława Walasiewicz[2],Poland,11.8,0.19666666666666668,0.003277777777777778,1.1248808388941849
1934-08-11,100,w,00:00:11.90,NA,NA,Käthe Krauß,Germany,11.9,0.19833333333333333,0.0033055555555555555,1.13441372735939
1934-08-26,100,w,00:00:11.70,NA,NA,Stanisława Walasiewicz[2],Poland,11.7,0.19499999999999998,0.00325,1.1153479504289798
1935-04-10,100,w,00:00:11.90,NA,NA,Helen Stephens,United States,11.9,0.19833333333333333,0.0033055555555555555,1.13441372735939
1935-06-01,100,w,00:00:11.80,NA,NA,Helen Stephens,United States,11.8,0.19666666666666668,0.003277777777777778,1.1248808388941849
1935-06-08,100,w,00:00:11.60,NA,NA,Helen Stephens,United States,11.6,0.19333333333333333,0.0032222222222222222,1.105815061963775
1936-08-10,100,w,00:00:11.50,NA,NA,Helen Stephens,United States,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1937-08-01,100,w,00:00:11.60,NA,NA,Stanisława Walasiewicz[2],Poland,11.6,0.19333333333333333,0.0032222222222222222,1.105815061963775
1939-05-06,100,w,00:00:11.50,NA,NA,Lulu Mae Hymes,United States,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1939-05-06,100,w,00:00:11.50,NA,NA,Rowena Harrison,United States,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1943-09-05,100,w,00:00:11.50,NA,NA,Fanny Blankers-Koen,Netherlands,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1948-06-13,100,w,00:00:11.50,NA,NA,Fanny Blankers-Koen,Netherlands,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1952-07-22,100,w,00:00:11.50,1.7,11.65,Marjorie Jackson,Australia,11.5,0.19166666666666668,0.0031944444444444446,1.09628217349857
1952-10-04,100,w,00:00:11.40,1.7,NA,Marjorie Jackson,Australia,11.4,0.19,0.0031666666666666666,1.086749285033365
1955-08-04,100,w,00:00:11.30,1.4,NA,Shirley Strickland,Australia,11.3,0.18833333333333335,0.003138888888888889,1.0772163965681603
1958-09-13,100,w,00:00:11.30,1.4,NA,Vera Krepkina,Soviet Union,11.3,0.18833333333333335,0.003138888888888889,1.0772163965681603
1960-09-02,100,w,00:00:11.30,0.8,11.41,Wilma Rudolph,United States,11.3,0.18833333333333335,0.003138888888888889,1.0772163965681603
1961-07-19,100,w,00:00:11.20,0.7,NA,Wilma Rudolph,United States,11.2,0.18666666666666665,0.003111111111111111,1.0676835081029552
1964-10-15,100,w,00:00:11.20,0.2,11.23,Wyomia Tyus,United States,11.2,0.18666666666666665,0.003111111111111111,1.0676835081029552
1965-07-09,100,w,00:00:11.10,2.0,NA,Irena Kirszenstein,Poland,11.1,0.185,0.0030833333333333333,1.0581506196377501
1965-07-09,100,w,00:00:11.10,2.0,NA,Ewa Klobukowska,Poland,11.1,0.185,0.0030833333333333333,1.0581506196377501
1965-07-31,100,w,00:00:11.10,0.2,NA,Wyomia Tyus,United States,11.1,0.185,0.0030833333333333333,1.0581506196377501
1967-07-02,100,w,00:00:11.10,0.3,NA,Barbara Ferrell,United States,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-04-21,100,w,00:00:11.10,NA,NA,Wyomia Tyus,United States,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-08-15,100,w,00:00:11.10,0.0,NA,Lyudmila Samotyosova,Soviet Union,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-08-18,100,w,00:00:11.10,NA,NA,Margaret Bailes,United States,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-10-14,100,w,00:00:11.10,NA,NA,Barbara Ferrell,United States,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-10-14,100,w,00:00:11.10,1.8,11.20,Irena Szewińska,Poland,11.1,0.185,0.0030833333333333333,1.0581506196377501
1968-10-15,100,w,00:00:11.07,1.2,NA,Wyomia Tyus,United States,11.07,0.1845,0.003075,1.0552907530981888
1968-10-15,100,w,00:00:11.00,1.2,11.08(adjusted),Wyomia Tyus,United States,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1970-07-18,100,w,00:00:11.00,1.9,11.22,Chi Cheng,Republic of China (Taiwan),11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1970-08-02,100,w,00:00:11.00,1.9,NA,Renate Meißner,East Germany,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1971-07-31,100,w,00:00:11.00,1.7,NA,Renate Stecher (née Meißner),East Germany,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1972-06-03,100,w,00:00:11.00,−1.5,NA,Renate Stecher (née Meißner),East Germany,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1972-06-15,100,w,00:00:11.00,1.9,NA,Ellen Strophal,East Germany,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1972-07-01,100,w,00:00:11.00,1.4,NA,Eva Glesková,Czechoslovakia,11,0.18333333333333332,0.0030555555555555557,1.0486177311725453
1972-09-02,100,w,00:00:11.07,0.2,NA,Renate Stecher (née Meißner),East Germany,11.07,0.1845,0.003075,1.0552907530981888
1973-06-07,100,w,00:00:10.90,1.9,NA,Renate Stecher (née Meißner),East Germany,10.9,0.18166666666666667,0.0030277777777777777,1.0390848427073403
1973-06-30,100,w,00:00:10.90,NA,NA,Renate Stecher (née Meißner),East Germany,10.9,0.18166666666666667,0.0030277777777777777,1.0390848427073403
1973-07-20,100,w,00:00:10.80,1.8,11.07,Renate Stecher (née Meißner),East Germany,10.8,0.18000000000000002,0.003,1.0295519542421354
1976-06-13,100,w,00:00:11.04,0.6,NA,Inge Helten,West Germany,11.04,0.184,0.0030666666666666663,1.0524308865586272
1976-07-25,100,w,00:00:11.01,0.6,NA,Annegret Richter,West Germany,11.01,0.1835,0.0030583333333333335,1.0495710200190658
1977-07-01,100,w,00:00:10.88,2.0,NA,Marlies Oelsner,East Germany,10.88,0.18133333333333335,0.0030222222222222226,1.0371782650142993
1982-07-09,100,w,00:00:10.88,1.9,NA,Marlies Göhr,East Germany,10.88,0.18133333333333335,0.0030222222222222226,1.0371782650142993
1983-06-08,100,w,00:00:10.81,1.7,NA,Marlies Göhr,East Germany,10.81,0.18016666666666667,0.003002777777777778,1.0305052430886559
1983-07-03,100,w,00:00:10.79,0.6,NA,Evelyn Ashford,United States,10.79,0.17983333333333332,0.002997222222222222,1.0285986653956147
1984-08-22,100,w,00:00:10.76,1.7,NA,Evelyn Ashford,United States,10.76,0.17933333333333332,0.002988888888888889,1.0257387988560533
1988-07-16,100,w,00:00:10.49,0.0*,NA,Florence Griffith-Joyner,United States,10.49,0.17483333333333334,0.002913888888888889,1
1988-07-17,100,w,00:00:10.70,1.6,NA,Florence Griffith-Joyner,United States,10.7,0.17833333333333332,0.002972222222222222,1.0200190657769304
1988-07-17,100,w,00:00:10.61,1.2,NA,Florence Griffith-Joyner,United States,10.61,0.17683333333333331,0.002947222222222222,1.011439466158246
1900-09-29,400,m,00:00:47.80,NA,NA,Maxie Long,United States,47.8,0.7966666666666666,0.013277777777777777,1.1108528933302346
1912-07-13,400,m,00:00:48.20,NA,NA,Charles Reidpath,United States,48.2,0.8033333333333333,0.01338888888888889,1.1201487334417848
1916-05-27,400,m,00:00:47.40,NA,NA,Ted Meredith,United States,47.4,0.7899999999999999,0.013166666666666667,1.1015570532186845
